personnel_id,snapshot_month,training_module_id,training_module_name,training_status,completion_percentage,training_completion_date,training_due_date
P0075,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-14,2025-05-30
P0075,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-22,2025-05-30
P0075,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-01,2025-05-30
P0075,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-28,2025-05-30
P0076,2025-05,TRN001,Annual Security Awareness,Not Started,0,,2025-05-30
P0076,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-15,2025-05-30
P0076,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0076,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-01,2025-05-30
P0077,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-24,2025-05-30
P0077,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-09,2025-05-30
P0077,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-07,2025-05-30
P0077,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-09,2025-05-30
P0078,2025-05,TRN001,Annual Security Awareness,Not Started,0,,2025-05-30
P0078,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-01,2025-05-30
P0078,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-17,2025-05-30
P0078,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-12,2025-05-30
P0079,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-27,2025-05-30
P0079,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-29,2025-05-30
P0079,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-22,2025-05-30
P0079,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-29,2025-05-30
P0080,2025-05,TRN001,Annual Security Awareness,Not Started,0,,2025-05-30
P0080,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-22,2025-05-30
P0080,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-13,2025-05-30
P0080,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,20,,2025-05-30
P0081,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-29,2025-05-30
P0081,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-02,2025-05-30
P0081,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-04-30,2025-05-30
P0081,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-03,2025-05-30
P0082,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-06,2025-05-30
P0082,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-15,2025-05-30
P0082,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-26,2025-05-30
P0082,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-18,2025-05-30
P0083,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-24,2025-05-30
P0083,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-01,2025-05-30
P0083,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-09,2025-05-30
P0083,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,66,,2025-05-30
P0084,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-21,2025-05-30
P0084,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-06,2025-05-30
P0084,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-19,2025-05-30
P0084,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,70,,2025-05-30
P0085,2025-05,TRN001,Annual Security Awareness,In Progress,48,,2025-05-30
P0085,2025-05,TRN002,Data Protection Essentials (GDPR),In Progress,66,,2025-05-30
P0085,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-28,2025-05-30
P0085,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-10,2025-05-30
P0086,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-28,2025-05-30
P0086,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-12,2025-05-30
P0086,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-20,2025-05-30
P0086,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-09,2025-05-30
P0087,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-01,2025-05-30
P0087,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-09,2025-05-30
P0087,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-28,2025-05-30
P0087,2025-05,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-05-30
P0088,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-22,2025-05-30
P0088,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-10,2025-05-30
P0088,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-01,2025-05-30
P0088,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-11,2025-05-30
P0089,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-11,2025-05-30
P0089,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-05,2025-05-30
P0089,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-27,2025-05-30
P0089,2025-05,TRN004,Ethics & Compliance Fundamentals,Not Started,0,,2025-05-30
P0090,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-07,2025-05-30
P0090,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-18,2025-05-30
P0090,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-02,2025-05-30
P0090,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-27,2025-05-30
P0091,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-30,2025-05-30
P0091,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-23,2025-05-30
P0091,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-25,2025-05-30
P0091,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-09,2025-05-30
P0092,2025-05,TRN001,Annual Security Awareness,In Progress,52,,2025-05-30
P0092,2025-05,TRN002,Data Protection Essentials (GDPR),In Progress,79,,2025-05-30
P0092,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-24,2025-05-30
P0092,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-24,2025-05-30
P0093,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-02,2025-05-30
P0093,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-20,2025-05-30
P0093,2025-05,TRN003,Workplace Harassment Prevention,In Progress,39,,2025-05-30
P0093,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-12,2025-05-30
P0094,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-22,2025-05-30
P0094,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-26,2025-05-30
P0094,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-02,2025-05-30
P0094,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,25,,2025-05-30
P0095,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-13,2025-05-30
P0095,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-07,2025-05-30
P0095,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-21,2025-05-30
P0095,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-24,2025-05-30
P0096,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-19,2025-05-30
P0096,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-06,2025-05-30
P0096,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-21,2025-05-30
P0096,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-09,2025-05-30
P0097,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-22,2025-05-30
P0097,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-14,2025-05-30
P0097,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-05,2025-05-30
P0097,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-15,2025-05-30
P0098,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-25,2025-05-30
P0098,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-10,2025-05-30
P0098,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-02,2025-05-30
P0098,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-06,2025-05-30
P0099,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-11,2025-05-30
P0099,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-10,2025-05-30
P0099,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-06,2025-05-30
P0099,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-15,2025-05-30
P0100,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-11,2025-05-30
P0100,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-10,2025-05-30
P0100,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-05,2025-05-30
P0100,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-11,2025-05-30
P0101,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-10,2025-05-30
P0101,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-22,2025-05-30
P0101,2025-05,TRN003,Workplace Harassment Prevention,In Progress,84,,2025-05-30
P0101,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-23,2025-05-30
P0102,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-07,2025-05-30
P0102,2025-05,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2025-05-30
P0102,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-03,2025-05-30
P0102,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-14,2025-05-30
P0103,2025-05,TRN001,Annual Security Awareness,In Progress,33,,2025-05-30
P0103,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-07,2025-05-30
P0103,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-09,2025-05-30
P0103,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-14,2025-05-30
P0104,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-21,2025-05-30
P0104,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-13,2025-05-30
P0104,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-01,2025-05-30
P0104,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,84,,2025-05-30
P0105,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-28,2025-05-30
P0105,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-16,2025-05-30
P0105,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0105,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,22,,2025-05-30
P0106,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-22,2025-05-30
P0106,2025-05,TRN002,Data Protection Essentials (GDPR),In Progress,75,,2025-05-30
P0106,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0106,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-26,2025-05-30
P0107,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-23,2025-05-30
P0107,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-27,2025-05-30
P0107,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-15,2025-05-30
P0107,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-07,2025-05-30
P0108,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-15,2025-05-30
P0108,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-11,2025-05-30
P0108,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-10,2025-05-30
P0108,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-22,2025-05-30
P0109,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-15,2025-05-30
P0109,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-04,2025-05-30
P0109,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0109,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-28,2025-05-30
P0110,2025-05,TRN001,Annual Security Awareness,Not Started,0,,2025-05-30
P0110,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-29,2025-05-30
P0110,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-21,2025-05-30
P0110,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-07,2025-05-30
P0111,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-26,2025-05-30
P0111,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-13,2025-05-30
P0111,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-28,2025-05-30
P0111,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-27,2025-05-30
P0112,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-01,2025-05-30
P0112,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-30,2025-05-30
P0112,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-13,2025-05-30
P0112,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,53,,2025-05-30
P0113,2025-05,TRN001,Annual Security Awareness,In Progress,66,,2025-05-30
P0113,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-21,2025-05-30
P0113,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0113,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-21,2025-05-30
P0114,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-06,2025-05-30
P0114,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-06,2025-05-30
P0114,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-02,2025-05-30
P0114,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-28,2025-05-30
P0115,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-15,2025-05-30
P0115,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-10,2025-05-30
P0115,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-27,2025-05-30
P0115,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-01,2025-05-30
P0116,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-13,2025-05-30
P0116,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-02,2025-05-30
P0116,2025-05,TRN003,Workplace Harassment Prevention,In Progress,61,,2025-05-30
P0116,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-24,2025-05-30
P0117,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-01,2025-05-30
P0117,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-20,2025-05-30
P0117,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-01,2025-05-30
P0117,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-01,2025-05-30
P0118,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-06,2025-05-30
P0118,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-23,2025-05-30
P0118,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-19,2025-05-30
P0118,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-04-30,2025-05-30
P0119,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-29,2025-05-30
P0119,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-04-30,2025-05-30
P0119,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-29,2025-05-30
P0119,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-20,2025-05-30
P0120,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-02,2025-05-30
P0120,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-28,2025-05-30
P0120,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-13,2025-05-30
P0120,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-03,2025-05-30
P0121,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-04-30,2025-05-30
P0121,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-27,2025-05-30
P0121,2025-05,TRN003,Workplace Harassment Prevention,In Progress,79,,2025-05-30
P0121,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-12,2025-05-30
P0122,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-11,2025-05-30
P0122,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-15,2025-05-30
P0122,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0122,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,56,,2025-05-30
P0123,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-03,2025-05-30
P0123,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-27,2025-05-30
P0123,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-12,2025-05-30
P0123,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-01,2025-05-30
P0124,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-19,2025-05-30
P0124,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-15,2025-05-30
P0124,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-20,2025-05-30
P0124,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-30,2025-05-30
P0125,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-13,2025-05-30
P0125,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-15,2025-05-30
P0125,2025-05,TRN003,Workplace Harassment Prevention,Not Started,0,,2025-05-30
P0125,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-20,2025-05-30
P0126,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-14,2025-05-30
P0126,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-06,2025-05-30
P0126,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-01,2025-05-30
P0126,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,52,,2025-05-30
P0127,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-01,2025-05-30
P0127,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-05,2025-05-30
P0127,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-09,2025-05-30
P0127,2025-05,TRN004,Ethics & Compliance Fundamentals,In Progress,47,,2025-05-30
P0128,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-13,2025-05-30
P0128,2025-05,TRN002,Data Protection Essentials (GDPR),Not Started,0,,2025-05-30
P0128,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-09,2025-05-30
P0128,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-12,2025-05-30
P0129,2025-05,TRN001,Annual Security Awareness,Completed,100,2025-05-07,2025-05-30
P0129,2025-05,TRN002,Data Protection Essentials (GDPR),Completed,100,2025-05-03,2025-05-30
P0129,2025-05,TRN003,Workplace Harassment Prevention,Completed,100,2025-05-04,2025-05-30
P0129,2025-05,TRN004,Ethics & Compliance Fundamentals,Completed,100,2025-05-11,2025-05-30
P0130,2025-05,TRN001,Annual Security Awareness,In Progress,49,,2025-05-30
